Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
fastqc | MantonBM6_HiSeq_7_S14_L004_R1_001	MantonBM6_HiSeq_7_S14_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67021738.0	0.0	26.0	50.0	43.664482129820826	26.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	warn	pass
fastqc | MantonBM6_HiSeq_8_S15_L003_R1_001	MantonBM6_HiSeq_8_S15_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70333675.0	0.0	26.0	50.0	42.757720753857804	26.0	pass	pass	fail	pass	pass	pass	pass	pass	fail	warn	pass
fastqc | MantonBM6_HiSeq_8_S15_L004_R1_001	MantonBM6_HiSeq_8_S15_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70719467.0	0.0	26.0	50.0	42.27680161768832	26.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	warn	pass
fastqc | MantonBM7_HiSeq_1_S16_L005_R1_001	MantonBM7_HiSeq_1_S16_L005_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38630446.0	0.0	26.0	50.0	56.84068029521202	26.0	pass	pass	fail	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM7_HiSeq_1_S16_L006_R1_001	MantonBM7_HiSeq_1_S16_L006_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45888735.0	0.0	26.0	50.0	52.893328418276475	26.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM7_HiSeq_2_S17_L005_R1_001	MantonBM7_HiSeq_2_S17_L005_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43121425.0	0.0	26.0	50.0	55.72480528058068	26.0	pass	pass	fail	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM7_HiSeq_2_S17_L006_R1_001	MantonBM7_HiSeq_2_S17_L006_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51361815.0	0.0	26.0	50.0	51.88909669600267	26.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM7_HiSeq_3_S18_L005_R1_001	MantonBM7_HiSeq_3_S18_L005_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43705537.0	0.0	26.0	50.0	56.23077286502234	26.0	pass	pass	fail	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM7_HiSeq_3_S18_L006_R1_001	MantonBM7_HiSeq_3_S18_L006_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51777557.0	0.0	26.0	50.0	52.717861613982684	26.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM7_HiSeq_4_S19_L005_R1_001	MantonBM7_HiSeq_4_S19_L005_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	52621424.0	0.0	26.0	50.0	52.070064106655835	26.0	pass	pass	fail	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM7_HiSeq_4_S19_L006_R1_001	MantonBM7_HiSeq_4_S19_L006_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62122783.0	0.0	26.0	50.0	48.15957853088729	26.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	warn	pass
fastqc | MantonBM7_HiSeq_5_S20_L005_R1_001	MantonBM7_HiSeq_5_S20_L005_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39968381.0	0.0	26.0	50.0	56.52035654331582	26.0	pass	pass	fail	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM7_HiSeq_5_S20_L006_R1_001	MantonBM7_HiSeq_5_S20_L006_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47514243.0	0.0	26.0	50.0	52.95695913049185	26.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM7_HiSeq_6_S21_L005_R1_001	MantonBM7_HiSeq_6_S21_L005_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38468283.0	0.0	26.0	50.0	58.925020625324265	26.0	pass	pass	fail	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM7_HiSeq_6_S21_L006_R1_001	MantonBM7_HiSeq_6_S21_L006_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46063907.0	0.0	26.0	50.0	55.05070137300688	26.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM7_HiSeq_7_S22_L005_R1_001	MantonBM7_HiSeq_7_S22_L005_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36004054.0	0.0	26.0	50.0	57.34176451816655	26.0	pass	pass	fail	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM7_HiSeq_7_S22_L006_R1_001	MantonBM7_HiSeq_7_S22_L006_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42984019.0	0.0	26.0	50.0	52.95386234106548	26.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM7_HiSeq_8_S23_L005_R1_001	MantonBM7_HiSeq_8_S23_L005_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41406031.0	0.0	26.0	50.0	55.483484399791195	26.0	pass	pass	fail	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM7_HiSeq_8_S23_L006_R1_001	MantonBM7_HiSeq_8_S23_L006_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49155028.0	0.0	26.0	50.0	52.00237229818002	26.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM8_HiSeq_1_S24_L007_R1_001	MantonBM8_HiSeq_1_S24_L007_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54611821.0	0.0	26.0	50.0	49.838416816729826	26.0	pass	pass	fail	pass	pass	pass	pass	pass	fail	warn	pass
fastqc | MantonBM8_HiSeq_1_S24_L008_R1_001	MantonBM8_HiSeq_1_S24_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51516876.0	0.0	26.0	50.0	50.79076357967204	26.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM8_HiSeq_2_S25_L007_R1_001	MantonBM8_HiSeq_2_S25_L007_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49416218.0	0.0	26.0	50.0	49.86248948596936	26.0	pass	pass	fail	pass	pass	pass	pass	pass	fail	warn	pass
fastqc | MantonBM8_HiSeq_2_S25_L008_R1_001	MantonBM8_HiSeq_2_S25_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46535875.0	0.0	26.0	50.0	50.866867219247204	26.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM8_HiSeq_3_S26_L007_R1_001	MantonBM8_HiSeq_3_S26_L007_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49053849.0	0.0	26.0	50.0	52.22961998542017	26.0	pass	pass	fail	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM8_HiSeq_3_S26_L008_R1_001	MantonBM8_HiSeq_3_S26_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46231695.0	0.0	26.0	50.0	53.1229278337095	26.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM8_HiSeq_4_S27_L007_R1_001	MantonBM8_HiSeq_4_S27_L007_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53729679.0	0.0	26.0	50.0	48.995874479917596	26.0	pass	pass	fail	pass	pass	pass	pass	pass	fail	warn	pass
fastqc | MantonBM8_HiSeq_4_S27_L008_R1_001	MantonBM8_HiSeq_4_S27_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50765802.0	0.0	26.0	50.0	49.89189209901132	26.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	warn	pass
fastqc | MantonBM8_HiSeq_5_S28_L007_R1_001	MantonBM8_HiSeq_5_S28_L007_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50378294.0	0.0	26.0	50.0	49.564956149519745	26.0	pass	pass	fail	pass	pass	pass	pass	pass	fail	warn	pass
fastqc | MantonBM8_HiSeq_5_S28_L008_R1_001	MantonBM8_HiSeq_5_S28_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47511822.0	0.0	26.0	50.0	50.243794796479015	26.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM8_HiSeq_6_S29_L007_R1_001	MantonBM8_HiSeq_6_S29_L007_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51732289.0	0.0	26.0	50.0	50.87867338341366	26.0	pass	pass	fail	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM8_HiSeq_6_S29_L008_R1_001	MantonBM8_HiSeq_6_S29_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48760300.0	0.0	26.0	50.0	51.63937355909325	26.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM8_HiSeq_7_S30_L007_R1_001	MantonBM8_HiSeq_7_S30_L007_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49803808.0	0.0	26.0	50.0	51.36547887677389	26.0	pass	pass	fail	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM8_HiSeq_7_S30_L008_R1_001	MantonBM8_HiSeq_7_S30_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46996757.0	0.0	26.0	50.0	52.11649441831866	26.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM8_HiSeq_8_S31_L007_R1_001	MantonBM8_HiSeq_8_S31_L007_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45201536.0	0.0	26.0	50.0	51.510822205348525	26.0	pass	pass	fail	pass	pass	pass	pass	pass	warn	warn	pass
fastqc | MantonBM8_HiSeq_8_S31_L008_R1_001	MantonBM8_HiSeq_8_S31_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42624393.0	0.0	26.0	50.0	52.7125007104934	26.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	warn	pass
