Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
fastqc | MantonBM6_HiSeq_7_S14_L004_R2_001	MantonBM6_HiSeq_7_S14_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67021738.0	0.0	98.0	47.0	32.31040571228806	98.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	warn	pass
fastqc | MantonBM6_HiSeq_8_S15_L003_R2_001	MantonBM6_HiSeq_8_S15_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70333675.0	0.0	98.0	47.0	31.08636761542703	98.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	warn	pass
fastqc | MantonBM6_HiSeq_8_S15_L004_R2_001	MantonBM6_HiSeq_8_S15_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70719467.0	0.0	98.0	47.0	30.754271958823647	98.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	warn	pass
fastqc | MantonBM7_HiSeq_1_S16_L005_R2_001	MantonBM7_HiSeq_1_S16_L005_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38630446.0	0.0	98.0	47.0	35.62568478130019	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM7_HiSeq_1_S16_L006_R2_001	MantonBM7_HiSeq_1_S16_L006_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45888735.0	0.0	98.0	47.0	33.96069835127592	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM7_HiSeq_2_S17_L005_R2_001	MantonBM7_HiSeq_2_S17_L005_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43121425.0	0.0	98.0	47.0	34.544521175599016	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM7_HiSeq_2_S17_L006_R2_001	MantonBM7_HiSeq_2_S17_L006_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51361815.0	0.0	98.0	47.0	33.164669429711005	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM7_HiSeq_3_S18_L005_R2_001	MantonBM7_HiSeq_3_S18_L005_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43705537.0	0.0	98.0	47.0	34.67157347245811	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM7_HiSeq_3_S18_L006_R2_001	MantonBM7_HiSeq_3_S18_L006_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51777557.0	0.0	98.0	47.0	33.50766693663064	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM7_HiSeq_4_S19_L005_R2_001	MantonBM7_HiSeq_4_S19_L005_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	52621424.0	0.0	98.0	47.0	33.21659799332701	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM7_HiSeq_4_S19_L006_R2_001	MantonBM7_HiSeq_4_S19_L006_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62122783.0	0.0	98.0	47.0	31.832531203062693	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM7_HiSeq_5_S20_L005_R2_001	MantonBM7_HiSeq_5_S20_L005_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39968381.0	0.0	98.0	47.0	34.565036334980775	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM7_HiSeq_5_S20_L006_R2_001	MantonBM7_HiSeq_5_S20_L006_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47514243.0	0.0	98.0	47.0	33.120572249259375	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM7_HiSeq_6_S21_L005_R2_001	MantonBM7_HiSeq_6_S21_L005_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38468283.0	0.0	98.0	47.0	35.94723446622417	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM7_HiSeq_6_S21_L006_R2_001	MantonBM7_HiSeq_6_S21_L006_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46063907.0	0.0	98.0	47.0	34.455515762363284	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM7_HiSeq_7_S22_L005_R2_001	MantonBM7_HiSeq_7_S22_L005_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36004054.0	0.0	98.0	47.0	35.431301643055406	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM7_HiSeq_7_S22_L006_R2_001	MantonBM7_HiSeq_7_S22_L006_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42984019.0	0.0	98.0	47.0	33.74682139481086	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM7_HiSeq_8_S23_L005_R2_001	MantonBM7_HiSeq_8_S23_L005_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41406031.0	0.0	98.0	47.0	34.093727778807136	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM7_HiSeq_8_S23_L006_R2_001	MantonBM7_HiSeq_8_S23_L006_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49155028.0	0.0	98.0	47.0	32.79022828607578	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM8_HiSeq_1_S24_L007_R2_001	MantonBM8_HiSeq_1_S24_L007_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54611821.0	0.0	98.0	47.0	30.118473378983108	98.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	fail	pass
fastqc | MantonBM8_HiSeq_1_S24_L008_R2_001	MantonBM8_HiSeq_1_S24_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51516876.0	0.0	98.0	47.0	30.570920908741904	98.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	fail	pass
fastqc | MantonBM8_HiSeq_2_S25_L007_R2_001	MantonBM8_HiSeq_2_S25_L007_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49416218.0	0.0	98.0	47.0	30.646654805162154	98.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	fail	pass
fastqc | MantonBM8_HiSeq_2_S25_L008_R2_001	MantonBM8_HiSeq_2_S25_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46535875.0	0.0	98.0	47.0	30.84461855483665	98.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	fail	pass
fastqc | MantonBM8_HiSeq_3_S26_L007_R2_001	MantonBM8_HiSeq_3_S26_L007_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49053849.0	0.0	98.0	47.0	30.053677772974485	98.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	fail	pass
fastqc | MantonBM8_HiSeq_3_S26_L008_R2_001	MantonBM8_HiSeq_3_S26_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46231695.0	0.0	98.0	47.0	30.35804407427227	98.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	fail	pass
fastqc | MantonBM8_HiSeq_4_S27_L007_R2_001	MantonBM8_HiSeq_4_S27_L007_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53729679.0	0.0	98.0	47.0	29.13204614200653	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM8_HiSeq_4_S27_L008_R2_001	MantonBM8_HiSeq_4_S27_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50765802.0	0.0	98.0	47.0	29.140710848436584	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM8_HiSeq_5_S28_L007_R2_001	MantonBM8_HiSeq_5_S28_L007_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50378294.0	0.0	98.0	47.0	30.3553180442154	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM8_HiSeq_5_S28_L008_R2_001	MantonBM8_HiSeq_5_S28_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47511822.0	0.0	98.0	47.0	30.581220841260194	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM8_HiSeq_6_S29_L007_R2_001	MantonBM8_HiSeq_6_S29_L007_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51732289.0	0.0	98.0	47.0	29.983709247885493	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM8_HiSeq_6_S29_L008_R2_001	MantonBM8_HiSeq_6_S29_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48760300.0	0.0	98.0	47.0	30.152918927656025	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM8_HiSeq_7_S30_L007_R2_001	MantonBM8_HiSeq_7_S30_L007_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49803808.0	0.0	98.0	47.0	30.450845466489323	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM8_HiSeq_7_S30_L008_R2_001	MantonBM8_HiSeq_7_S30_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46996757.0	0.0	98.0	47.0	30.46442528177441	98.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
fastqc | MantonBM8_HiSeq_8_S31_L007_R2_001	MantonBM8_HiSeq_8_S31_L007_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45201536.0	0.0	98.0	48.0	29.841683037523037	98.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	fail	pass
fastqc | MantonBM8_HiSeq_8_S31_L008_R2_001	MantonBM8_HiSeq_8_S31_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42624393.0	0.0	98.0	48.0	30.150862549473956	98.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	fail	pass
