Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
fastqc | MantonBM6_HiSeq_7_S14_L003_I1_001	MantonBM6_HiSeq_7_S14_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66686895.0	0.0	8.0	50.0	0.00016794904006251903	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM6_HiSeq_7_S14_L004_I1_001	MantonBM6_HiSeq_7_S14_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67021738.0	0.0	8.0	50.0	0.00017307817353229486	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM6_HiSeq_8_S15_L003_I1_001	MantonBM6_HiSeq_8_S15_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70333675.0	0.0	8.0	49.0	0.00015924093259736533	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM6_HiSeq_8_S15_L004_I1_001	MantonBM6_HiSeq_8_S15_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70719467.0	0.0	8.0	50.0	0.00016402838556461407	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM7_HiSeq_1_S16_L005_I1_001	MantonBM7_HiSeq_1_S16_L005_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38630446.0	0.0	8.0	50.0	0.00031063581300614545	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM7_HiSeq_1_S16_L006_I1_001	MantonBM7_HiSeq_1_S16_L006_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45888735.0	0.0	8.0	50.0	0.0002593229035404877	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM7_HiSeq_2_S17_L005_I1_001	MantonBM7_HiSeq_2_S17_L005_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43121425.0	0.0	8.0	50.0	0.0002782839389004422	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM7_HiSeq_2_S17_L006_I1_001	MantonBM7_HiSeq_2_S17_L006_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51361815.0	0.0	8.0	50.0	0.0002316896316845501	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM7_HiSeq_3_S18_L005_I1_001	MantonBM7_HiSeq_3_S18_L005_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43705537.0	0.0	8.0	49.0	0.00027456475366038864	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM7_HiSeq_3_S18_L006_I1_001	MantonBM7_HiSeq_3_S18_L006_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51777557.0	0.0	8.0	49.0	0.00023176064486781406	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM7_HiSeq_4_S19_L005_I1_001	MantonBM7_HiSeq_4_S19_L005_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	52621424.0	0.0	8.0	49.0	0.00022804399972148229	8.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	warn
fastqc | MantonBM7_HiSeq_4_S19_L006_I1_001	MantonBM7_HiSeq_4_S19_L006_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62122783.0	0.0	8.0	49.0	0.00019316584706129472	8.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	warn
fastqc | MantonBM7_HiSeq_5_S20_L005_I1_001	MantonBM7_HiSeq_5_S20_L005_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39968381.0	0.0	8.0	53.0	0.00030023733010351355	8.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	warn
fastqc | MantonBM7_HiSeq_5_S20_L006_I1_001	MantonBM7_HiSeq_5_S20_L006_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47514243.0	0.0	8.0	53.0	0.00025045121733287425	8.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	warn
fastqc | MantonBM7_HiSeq_6_S21_L005_I1_001	MantonBM7_HiSeq_6_S21_L005_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38468283.0	0.0	8.0	51.0	0.0003119452978964515	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM7_HiSeq_6_S21_L006_I1_001	MantonBM7_HiSeq_6_S21_L006_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46063907.0	0.0	8.0	51.0	0.00025833674942075583	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM7_HiSeq_7_S22_L005_I1_001	MantonBM7_HiSeq_7_S22_L005_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36004054.0	0.0	8.0	50.0	0.0003332958005229078	8.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	fail	warn
fastqc | MantonBM7_HiSeq_7_S22_L006_I1_001	MantonBM7_HiSeq_7_S22_L006_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42984019.0	0.0	8.0	50.0	0.0002721941845410035	8.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	fail	warn
fastqc | MantonBM7_HiSeq_8_S23_L005_I1_001	MantonBM7_HiSeq_8_S23_L005_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41406031.0	0.0	8.0	52.0	0.0002898128535913041	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM7_HiSeq_8_S23_L006_I1_001	MantonBM7_HiSeq_8_S23_L006_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49155028.0	0.0	8.0	52.0	0.00023598806616486923	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM8_HiSeq_1_S24_L007_I1_001	MantonBM8_HiSeq_1_S24_L007_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54611821.0	0.0	8.0	50.0	0.00021973264725964734	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM8_HiSeq_1_S24_L008_I1_001	MantonBM8_HiSeq_1_S24_L008_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51516876.0	0.0	8.0	50.0	0.00023875671343114827	8.0	pass	pass	warn	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM8_HiSeq_2_S25_L007_I1_001	MantonBM8_HiSeq_2_S25_L007_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49416218.0	0.0	8.0	50.0	0.0002428352570405125	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM8_HiSeq_2_S25_L008_I1_001	MantonBM8_HiSeq_2_S25_L008_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46535875.0	0.0	8.0	50.0	0.0002664610905027573	8.0	pass	pass	warn	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM8_HiSeq_3_S26_L007_I1_001	MantonBM8_HiSeq_3_S26_L007_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49053849.0	0.0	8.0	53.0	0.0002446291217637172	8.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	warn
fastqc | MantonBM8_HiSeq_3_S26_L008_I1_001	MantonBM8_HiSeq_3_S26_L008_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46231695.0	0.0	8.0	53.0	0.00026605124471425933	8.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	warn
fastqc | MantonBM8_HiSeq_4_S27_L007_I1_001	MantonBM8_HiSeq_4_S27_L007_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53729679.0	0.0	8.0	51.0	0.00022334025111149462	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM8_HiSeq_4_S27_L008_I1_001	MantonBM8_HiSeq_4_S27_L008_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50765802.0	0.0	8.0	51.0	0.00024228909059685497	8.0	pass	pass	warn	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM8_HiSeq_5_S28_L007_I1_001	MantonBM8_HiSeq_5_S28_L007_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50378294.0	0.0	8.0	51.0	0.00023819782384850108	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM8_HiSeq_5_S28_L008_I1_001	MantonBM8_HiSeq_5_S28_L008_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47511822.0	0.0	8.0	51.0	0.0002588829365457717	8.0	pass	pass	warn	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM8_HiSeq_6_S29_L007_I1_001	MantonBM8_HiSeq_6_S29_L007_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51732289.0	0.0	8.0	51.0	0.00023196344549919297	8.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	fail	warn
fastqc | MantonBM8_HiSeq_6_S29_L008_I1_001	MantonBM8_HiSeq_6_S29_L008_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48760300.0	0.0	8.0	51.0	0.00025225439548157006	8.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	fail	warn
fastqc | MantonBM8_HiSeq_7_S30_L007_I1_001	MantonBM8_HiSeq_7_S30_L007_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49803808.0	0.0	8.0	51.0	0.00024094543132123551	8.0	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM8_HiSeq_7_S30_L008_I1_001	MantonBM8_HiSeq_7_S30_L008_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46996757.0	0.0	8.0	51.0	0.00025959237995932356	8.0	pass	pass	warn	pass	pass	fail	pass	pass	fail	fail	warn
fastqc | MantonBM8_HiSeq_8_S31_L007_I1_001	MantonBM8_HiSeq_8_S31_L007_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45201536.0	0.0	8.0	53.0	0.0002654777041204971	8.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	warn
fastqc | MantonBM8_HiSeq_8_S31_L008_I1_001	MantonBM8_HiSeq_8_S31_L008_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42624393.0	0.0	8.0	53.0	0.0002885671591851173	8.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	warn
